AREA,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE
chrompet,family,0,other,allpub,paved,RH,37,1117,1.0,1.0,3,8282640
chrompet,partial,1,house,nosewr,noaccess,RL,21,953,1.0,1.0,3,8050150
chrompet,family,1,house,nosewr,noaccess,RL,14,742,1.0,1.0,2,7439700
karapakkam,family,1,house,elo,noaccess,I,5,820,1.0,1.0,2,5435750
anna nagar,family,1,house,nosewr,gravel,RL,31,1895,2.0,1.0,5,13770420
anna nagar,family,1,commercial,nosewr,paved,RM,30,1717,1.0,1.0,4,20330350
chrompet,adjland,1,other,nosewr,gravel,RH,34,790,1.0,1.0,2,8664000
velachery,adjland,1,commercial,nosewr,paved,RL,55,1885,3.0,2.0,5,16410600
velachery,normalsale,1,other,allpub,paved,RM,9,1749,2.0,1.0,4,12403030
karapakkam,adjland,0,house,nosewr,gravel,RL,19,734,1.0,1.0,2,6702250
karapakkam,normalsale,0,house,nosewr,noaccess,A,23,1624,2.0,2.0,4,5383250
adyar,partial,1,other,nosewr,paved,I,23,953,1.0,1.0,3,8233645
chrompet,partial,1,other,elo,paved,RH,34,967,1.0,1.0,3,8249290
chrompet,adjland,0,house,nosewr,gravel,RL,19,961,1.0,1.0,3,8720250
karapakkam,abnormal,1,other,nosewr,noaccess,I,27,1034,1.0,1.0,3,6117000
velachery,family,0,house,elo,paved,RM,9,1940,3.0,2.0,5,10771580
chrompet,family,0,commercial,elo,gravel,RH,38,753,1.0,1.0,2,9264900
karapakkam,adjland,0,commercial,nosewr,paved,I,28,755,1.0,1.0,2,6789000
anna nagar,adjland,0,commercial,elo,noaccess,RM,41,1971,2.0,1.0,5,21266520
chrompet,adjland,1,commercial,allpub,paved,RH,32,1026,1.0,1.0,3,12798800
karapakkam,abnormal,0,other,nosewr,paved,A,26,1375,2.0,2.0,4,5643625
karapakkam,adjland,0,house,nosewr,noaccess,A,33,728,1.0,1.0,2,2939750
anna nagar,adjland,0,other,elo,noaccess,RL,26,1807,2.0,1.0,5,13003580
karapakkam,partial,0,commercial,nosewr,noaccess,RH,6,1333,2.0,2.0,4,9718500
chrompet,abnormal,1,house,allpub,paved,RL,25,1093,1.0,1.0,3,9491150
adyar,partial,0,other,nosewr,paved,C,23,1191,1.0,1.0,3,7741945
t nagar,adjland,1,other,allpub,gravel,RL,5,1984,2.0,1.0,5,16766120
karapakkam,normalsale,1,house,nosewr,gravel,I,33,888,1.0,1.0,2,6422750
chrompet,abnormal,1,commercial,nosewr,gravel,RM,24,1100,1.0,1.0,3,14826000
chrompet,abnormal,1,commercial,nosewr,gravel,RH,20,1294,2.0,1.0,4,15199400
velachery,adjland,0,other,elo,paved,RH,53,1904,3.0,2.0,5,10058510
karapakkam,family,1,other,elo,paved,RM,18,1045,1.0,1.0,3,8563875
karapakkam,partial,0,house,nosewr,paved,I,7,1253,1.0,1.0,3,6036750
kk nagar,abnormal,0,commercial,nosewr,gravel,RL,25,1472,2.0,1.0,4,13185700
anna nagar,family,0,commercial,allpub,gravel,RM,37,1765,1.0,1.0,4,20325440
t nagar,abnormal,1,house,nosewr,gravel,RM,31,1634,1.0,1.0,4,13427670
kk nagar,family,1,commercial,allpub,gravel,RL,25,1823,3.0,2.0,5,16142300
kk nagar,partial,1,other,allpub,paved,RL,8,2404,4.0,2.0,6,13526040
chrompet,adjland,0,house,allpub,gravel,RM,27,985,1.0,1.0,3,9573450
chrompet,family,1,house,allpub,paved,RM,20,826,1.0,1.0,3,9140400
chrompet,adjland,0,house,allpub,paved,RL,18,705,1.0,1.0,2,7495700
chrompet,partial,0,house,nosewr,noaccess,RL,11,987,1.0,1.0,3,7415850
kk nagar,adjland,1,other,nosewr,paved,RH,28,1625,2.0,1.0,4,10232060
velachery,partial,1,house,allpub,noaccess,A,15,1729,2.0,1.0,4,7485650
anna nagar,abnormal,1,commercial,nosewr,paved,RH,8,1791,1.0,1.0,4,20234860
chrompet,normalsale,1,other,allpub,gravel,RL,21,1019,1.0,1.0,3,10315780
chrompet,normalsale,0,commercial,nosewr,noaccess,RH,28,1212,2.0,1.0,4,12383200
adyar,normalsale,0,other,allpub,noaccess,A,16,1234,2.0,2.0,4,7415240
karapakkam,normalsale,0,other,elo,noaccess,A,8,850,1.0,1.0,2,3561750
adyar,adjland,1,commercial,nosewr,gravel,A,27,662,1.0,1.0,2,8848105
karapakkam,normalsale,0,commercial,nosewr,noaccess,A,38,1555,2.0,2.0,4,8745500
anna nagar,family,1,house,elo,noaccess,RH,29,1711,1.0,1.0,4,11216030
chrompet,abnormal,1,commercial,allpub,noaccess,RM,36,1064,1.0,1.0,3,13216400
chrompet,normalsale,1,house,nosewr,noaccess,RM,32,816,1.0,1.0,3,8227800
adyar,family,1,house,elo,noaccess,I,12,1252,2.0,2.0,4,8529780
velachery,abnormal,0,house,elo,noaccess,I,28,1917,3.0,2.0,5,8027460
chrompet,abnormal,1,house,allpub,gravel,RM,17,1013,1.0,1.0,3,10431150
chrompet,family,0,house,nosewr,noaccess,RM,14,1080,1.0,1.0,3,8319100
karapakkam,adjland,0,other,nosewr,noaccess,RM,10,627,1.0,1.0,2,6231125
chrompet,partial,1,commercial,elo,paved,RH,27,1058,1.0,1.0,3,12197050
chrompet,partial,0,commercial,nosewr,gravel,RL,25,951,1.0,1.0,3,11621350
anna nagar,adjland,0,other,allpub,paved,RH,21,1823,2.0,1.0,5,13450260
karapakkam,family,0,house,allpub,gravel,A,9,575,1.0,1.0,2,3975250
chrompet,abnormal,1,commercial,nosewr,noaccess,RH,27,737,1.0,1.0,2,9455450
adyar,abnormal,0,other,elo,paved,A,25,706,1.0,1.0,2,5054675
karapakkam,normalsale,0,house,nosewr,gravel,A,24,1109,1.0,1.0,3,5205500
chrompet,adjland,0,house,elo,gravel,RH,11,1211,2.0,1.0,4,9212250
karapakkam,normalsale,0,house,nosewr,gravel,I,39,1450,2.0,2.0,4,6890250
adyar,partial,0,commercial,elo,gravel,I,28,1277,2.0,2.0,4,13606320
t nagar,adjland,0,other,allpub,gravel,RH,17,1568,1.0,1.0,4,12802880
adyar,abnormal,0,commercial,allpub,gravel,RH,39,995,1.0,1.0,3,12171985
karapakkam,abnormal,1,other,nosewr,paved,C,38,1304,1.0,1.0,3,6721500
karapakkam,family,0,house,allpub,gravel,I,34,561,1.0,1.0,2,4703750
karapakkam,adjland,0,house,nosewr,gravel,RH,33,831,1.0,1.0,2,6083250
anna nagar,family,1,house,nosewr,gravel,RL,27,1811,2.0,1.0,5,13510040
kk nagar,abnormal,0,commercial,nosewr,paved,RM,19,1563,2.0,1.0,4,13840180
chrompet,partial,0,commercial,nosewr,gravel,RL,7,1107,1.0,1.0,3,13282450
chrompet,partial,0,house,elo,gravel,RL,21,910,1.0,1.0,3,7847750
t nagar,partial,1,commercial,allpub,paved,RL,7,1512,1.0,1.0,4,18531240
chrompet,adjland,1,other,nosewr,paved,RM,35,1061,1.0,1.0,3,10485020
velachery,partial,0,other,elo,paved,RM,16,1851,3.0,2.0,5,11144770
anna nagar,abnormal,1,commercial,nosewr,gravel,RM,24,1655,1.0,1.0,4,20586630
karapakkam,adjland,0,house,elo,gravel,I,48,895,1.0,1.0,3,5437500
karapakkam,adjland,0,other,elo,paved,RM,8,1192,1.0,1.0,3,8629750
velachery,partial,0,other,nosewr,noaccess,RH,39,1670,2.0,1.0,4,8147530
anna nagar,normalsale,0,house,allpub,paved,RL,25,1532,1.0,1.0,4,11301300
velachery,family,0,other,allpub,noaccess,RH,13,1896,3.0,2.0,5,9911860
karapakkam,partial,1,other,allpub,noaccess,C,11,1296,1.0,1.0,3,6537250
kk nagar,family,1,commercial,nosewr,paved,RL,13,2045,3.0,2.0,5,16957260
adyar,partial,0,house,nosewr,paved,C,9,722,1.0,1.0,2,5310935
adyar,partial,1,commercial,allpub,paved,RL,11,637,1.0,1.0,2,10576965
velachery,partial,1,commercial,allpub,noaccess,RH,44,1519,2.0,1.0,4,12682380
karapakkam,abnormal,0,house,nosewr,gravel,A,46,1107,1.0,1.0,3,4462000
anna nagar,partial,1,house,allpub,paved,RM,25,1788,1.0,1.0,4,13581650
karapakkam,family,1,commercial,nosewr,paved,A,13,923,1.0,1.0,3,7346750
chrompet,adjland,1,house,nosewr,paved,RH,21,1261,2.0,1.0,4,9822750
t nagar,normalsale,0,other,nosewr,gravel,RM,33,1773,1.0,1.0,4,14101250
chrompet,partial,1,other,allpub,paved,RH,5,1104,1.0,1.0,3,9718230
chrompet,adjland,0,house,nosewr,noaccess,RM,37,883,1.0,1.0,3,7781350
karapakkam,adjland,1,other,nosewr,noaccess,RH,38,1639,2.0,2.0,4,8793625
karapakkam,adjland,0,other,allpub,paved,I,50,910,1.0,1.0,3,5602750
karapakkam,adjland,1,other,nosewr,noaccess,A,48,1572,2.0,2.0,4,6714500
kk nagar,partial,1,other,nosewr,paved,RH,9,1854,3.0,2.0,5,10948060
karapakkam,family,1,other,nosewr,noaccess,C,35,1219,1.0,1.0,3,5943875
adyar,family,1,house,nosewr,paved,I,33,1033,1.0,1.0,3,8023795
adyar,adjland,1,house,elo,paved,C,5,861,1.0,1.0,3,7587075
chrompet,family,1,house,nosewr,paved,RH,36,963,1.0,1.0,3,7944000
velachery,family,0,other,allpub,gravel,A,45,1537,2.0,1.0,4,7468400
karapakkam,family,0,commercial,allpub,paved,A,46,1579,2.0,2.0,4,9343500
t nagar,partial,1,house,elo,paved,RH,27,1925,2.0,1.0,5,12688340
karapakkam,abnormal,0,commercial,nosewr,noaccess,I,11,1584,2.0,2.0,4,10495250
t nagar,family,1,house,nosewr,paved,RM,8,1829,2.0,1.0,5,14229060
velachery,abnormal,0,commercial,nosewr,noaccess,A,52,1761,2.0,1.0,4,11360310
karapakkam,abnormal,1,other,nosewr,noaccess,RH,21,1204,1.0,1.0,3,7452250
chrompet,partial,0,house,nosewr,noaccess,RM,39,1165,1.0,1.0,3,8196250
chrompet,adjland,0,house,elo,paved,RL,18,1109,1.0,1.0,3,8713900
chrompet,adjland,1,commercial,allpub,paved,RH,7,818,1.0,1.0,3,11752250
t nagar,partial,0,house,elo,gravel,RM,11,1600,1.0,1.0,4,12213120
karapakkam,adjland,0,other,nosewr,paved,RM,29,1170,1.0,1.0,3,8322500
chrompet,family,0,house,nosewr,noaccess,RM,28,1288,2.0,1.0,4,8935000
anna nagar,family,1,house,nosewr,gravel,RM,25,1598,1.0,1.0,4,13358600
chrompet,family,0,other,allpub,paved,RH,34,722,1.0,1.0,2,6494240
chrompet,partial,0,house,allpub,noaccess,RL,25,798,1.0,1.0,2,6486150
karapakkam,normalsale,1,commercial,allpub,gravel,C,20,933,1.0,1.0,3,8745000
chrompet,adjland,1,commercial,elo,paved,RL,4,1086,1.0,1.0,3,14021800
kk nagar,adjland,0,house,nosewr,paved,RH,28,1952,3.0,2.0,5,9671160
chrompet,partial,0,other,nosewr,paved,RH,35,1052,1.0,1.0,3,7871490
velachery,partial,0,commercial,nosewr,paved,RH,14,1786,2.0,1.0,4,14205080
karapakkam,adjland,0,other,nosewr,paved,A,8,1652,2.0,2.0,4,7014500
karapakkam,partial,1,house,nosewr,paved,A,45,1607,2.0,2.0,4,6227250
chrompet,abnormal,0,house,allpub,noaccess,RH,25,1229,2.0,1.0,4,7946950
t nagar,abnormal,0,commercial,allpub,paved,RH,29,1902,2.0,1.0,5,20181980
velachery,normalsale,0,commercial,allpub,gravel,A,26,1677,2.0,1.0,4,12695370
chrompet,adjland,1,house,nosewr,noaccess,RL,9,979,1.0,1.0,3,8959150
adyar,family,0,commercial,elo,noaccess,RH,35,655,1.0,1.0,2,7924640
chrompet,family,1,commercial,elo,paved,RL,40,947,1.0,1.0,3,11867800
velachery,partial,0,commercial,elo,paved,A,51,1882,3.0,2.0,5,12402070
chrompet,partial,1,house,nosewr,noaccess,RL,16,963,1.0,1.0,3,8260400
chrompet,normalsale,1,commercial,nosewr,noaccess,RH,20,1055,1.0,1.0,3,12069000
karapakkam,partial,0,other,nosewr,noaccess,I,39,1390,2.0,2.0,4,5940500
velachery,adjland,1,other,nosewr,noaccess,A,31,1599,2.0,1.0,4,7989570
karapakkam,normalsale,0,house,elo,paved,RM,22,1591,2.0,2.0,4,8791000
karapakkam,family,1,commercial,elo,paved,I,24,1265,1.0,1.0,3,10027000
adyar,abnormal,1,commercial,allpub,paved,I,34,870,1.0,1.0,3,11111010
adyar,normalsale,1,other,allpub,noaccess,C,13,1122,1.0,1.0,3,8599095
adyar,abnormal,1,other,nosewr,paved,I,34,613,1.0,1.0,2,6703210
velachery,abnormal,1,house,elo,paved,A,12,1670,2.0,1.0,4,8153390
kk nagar,normalsale,0,commercial,allpub,gravel,RL,9,1338,2.0,1.0,4,12846980
kk nagar,abnormal,0,other,nosewr,paved,RH,30,1319,1.0,1.0,3,7826780
kk nagar,family,1,house,nosewr,paved,RM,7,1710,2.0,1.0,4,10978140
anna nagar,partial,1,house,elo,noaccess,RH,44,1938,2.0,1.0,5,11802180
karapakkam,normalsale,1,other,nosewr,noaccess,RM,17,1058,1.0,1.0,3,8388500
chrompet,abnormal,0,commercial,allpub,gravel,RL,35,1251,2.0,1.0,4,14239850
anna nagar,partial,0,commercial,nosewr,gravel,RH,39,1710,1.0,1.0,4,18299980
adyar,partial,0,other,nosewr,paved,C,36,617,1.0,1.0,2,4917940
adyar,partial,0,other,allpub,gravel,A,38,916,1.0,1.0,3,6177070
chrompet,family,0,house,elo,noaccess,RM,36,1027,1.0,1.0,3,7671200
adyar,partial,0,other,allpub,noaccess,A,30,1223,2.0,2.0,4,6897450
kk nagar,family,1,commercial,nosewr,paved,RM,19,1422,2.0,1.0,4,13940580
chrompet,abnormal,1,commercial,allpub,noaccess,RH,26,1081,1.0,1.0,3,12370100
velachery,abnormal,1,commercial,nosewr,gravel,I,25,1603,2.0,1.0,4,14102650
anna nagar,adjland,1,other,nosewr,paved,RL,15,1762,1.0,1.0,4,14682580
adyar,family,0,house,nosewr,noaccess,I,24,1219,2.0,2.0,4,7400260
kk nagar,abnormal,1,house,nosewr,paved,RH,29,1953,3.0,2.0,5,10288980
karapakkam,abnormal,0,other,nosewr,gravel,C,21,1208,1.0,1.0,3,6377750
karapakkam,partial,1,commercial,nosewr,paved,A,37,849,1.0,1.0,2,6312750
karapakkam,abnormal,0,house,allpub,gravel,C,17,522,1.0,1.0,2,4362750
karapakkam,partial,0,commercial,nosewr,gravel,RL,31,1610,2.0,2.0,4,12520250
kk nagar,abnormal,1,house,nosewr,gravel,RH,23,1945,3.0,2.0,5,10834460
adyar,normalsale,1,other,nosewr,noaccess,RM,23,884,1.0,1.0,3,9426345
karapakkam,partial,0,house,allpub,gravel,RH,50,668,1.0,1.0,2,5232500
karapakkam,abnormal,0,house,allpub,paved,RH,32,740,1.0,1.0,2,5283000
adyar,family,1,other,nosewr,gravel,RH,32,1158,1.0,1.0,3,10416480
velachery,adjland,1,commercial,allpub,gravel,I,46,1840,3.0,2.0,5,15715370
chrompet,normalsale,1,house,nosewr,gravel,RM,33,829,1.0,1.0,3,9179950
anna nagar,abnormal,0,commercial,nosewr,noaccess,RH,29,1650,1.0,1.0,4,17115030
anna nagar,partial,0,other,nosewr,gravel,RL,21,1663,1.0,1.0,4,12869560
velachery,partial,0,house,nosewr,noaccess,A,16,1913,3.0,2.0,5,7030720
velachery,abnormal,0,house,nosewr,paved,C,9,1963,3.0,2.0,5,8636980
t nagar,adjland,0,other,nosewr,paved,RM,21,1806,2.0,1.0,5,14638800
velachery,partial,0,house,allpub,gravel,A,24,1630,2.0,1.0,4,7279480
karapakkam,abnormal,0,house,nosewr,gravel,A,33,1016,1.0,1.0,3,4473750
t nagar,partial,1,commercial,elo,noaccess,RM,26,1823,2.0,1.0,5,20527770
chrompet,adjland,0,commercial,allpub,noaccess,RH,30,1185,1.0,1.0,3,12387700
karapakkam,normalsale,0,house,elo,noaccess,A,49,1478,2.0,2.0,4,4458750
chrompet,partial,1,house,elo,gravel,RL,26,875,1.0,1.0,3,8537500
kk nagar,partial,1,house,allpub,gravel,RH,5,2087,3.0,2.0,5,11552700
anna nagar,partial,1,house,elo,paved,RL,10,1970,2.0,1.0,5,13703500
velachery,partial,1,commercial,nosewr,noaccess,RH,10,1645,2.0,1.0,4,13920600
t nagar,normalsale,0,commercial,nosewr,paved,RH,41,1856,2.0,1.0,5,19550620
velachery,adjland,1,commercial,nosewr,gravel,RH,32,1782,2.0,1.0,4,16068640
karapakkam,abnormal,1,house,allpub,paved,A,34,1465,2.0,2.0,4,6397000
kk nagar,partial,0,house,nosewr,gravel,RH,26,2439,4.0,2.0,6,11119720
kk nagar,abnormal,0,other,allpub,gravel,RM,10,1693,2.0,1.0,4,11431660
anna nagar,adjland,0,other,nosewr,paved,RH,21,1737,1.0,1.0,4,12793250
karapakkam,partial,1,house,allpub,gravel,RM,41,1111,1.0,1.0,3,8631250
kk nagar,normalsale,0,commercial,allpub,paved,RL,8,2485,4.0,2.0,6,18984160
velachery,adjland,1,other,nosewr,gravel,RM,11,1568,2.0,1.0,4,12415670
karapakkam,family,0,commercial,nosewr,gravel,C,26,512,1.0,1.0,2,5244500
chrompet,abnormal,0,commercial,allpub,noaccess,RH,9,958,1.0,1.0,3,10720550
t nagar,abnormal,1,commercial,nosewr,gravel,RM,31,1565,1.0,1.0,4,19685020
kk nagar,abnormal,1,commercial,nosewr,paved,RH,27,1706,2.0,1.0,4,14400140
velachery,normalsale,1,house,nosewr,paved,RM,53,1616,2.0,1.0,4,10094160
anna nagar,abnormal,0,commercial,nosewr,paved,RL,20,1531,1.0,1.0,4,17480550
anna nagar,abnormal,1,other,nosewr,gravel,RH,20,1636,1.0,1.0,4,13380530
kk nagar,adjland,1,commercial,nosewr,paved,RH,15,1997,3.0,2.0,5,16469500
chrompet,partial,1,other,nosewr,paved,RH,37,915,1.0,1.0,3,8133300
adyar,normalsale,0,commercial,nosewr,noaccess,I,28,1046,1.0,1.0,3,10760220
kk nagar,adjland,0,house,nosewr,gravel,RM,9,1465,2.0,1.0,4,10148180
kk nagar,partial,1,other,nosewr,gravel,RM,28,1399,2.0,1.0,4,10695340
chrompet,family,0,other,elo,gravel,RH,18,1126,1.0,1.0,3,8882720
karapakkam,family,0,house,allpub,paved,RH,37,1368,2.0,2.0,4,6774750
chrompet,family,0,house,nosewr,noaccess,RL,14,709,1.0,1.0,2,6435300
t nagar,normalsale,0,house,elo,paved,RL,19,1550,1.0,1.0,4,11109230
velachery,partial,1,commercial,nosewr,paved,A,16,1882,3.0,2.0,5,14239220
anna nagar,partial,1,house,nosewr,gravel,RH,36,1538,1.0,1.0,4,11312920
velachery,family,0,commercial,nosewr,paved,RH,41,1881,3.0,2.0,5,14495770
adyar,adjland,0,commercial,nosewr,paved,RL,17,641,1.0,1.0,2,9947855
anna nagar,normalsale,0,house,nosewr,paved,RH,17,1912,2.0,1.0,5,12364840
chrompet,partial,1,commercial,nosewr,gravel,RH,35,1194,1.0,1.0,3,13683650
karapakkam,normalsale,1,house,elo,gravel,RL,31,1502,2.0,2.0,4,9328250
anna nagar,partial,0,commercial,elo,gravel,RL,10,1649,1.0,1.0,4,18803650
karapakkam,partial,0,house,allpub,gravel,RM,5,854,1.0,1.0,2,7581750
kk nagar,family,1,house,allpub,paved,RH,6,2388,4.0,2.0,6,12014520
karapakkam,adjland,0,house,nosewr,gravel,RH,5,1381,2.0,2.0,4,8286250
chrompet,partial,1,commercial,nosewr,gravel,RM,37,838,1.0,1.0,3,12194550
kk nagar,abnormal,1,commercial,allpub,paved,RL,22,1684,2.0,1.0,4,14994840
anna nagar,adjland,1,house,nosewr,gravel,RL,31,1740,1.0,1.0,4,13695970
t nagar,family,1,commercial,nosewr,noaccess,RL,44,1918,2.0,1.0,5,20747530
karapakkam,abnormal,0,other,nosewr,noaccess,RL,37,669,1.0,1.0,2,5110125
chrompet,normalsale,0,other,nosewr,gravel,RM,26,965,1.0,1.0,3,9625300
velachery,normalsale,0,house,nosewr,paved,C,18,1899,3.0,2.0,5,8433410
velachery,partial,0,house,elo,noaccess,I,19,1553,2.0,1.0,4,6766430
karapakkam,abnormal,1,house,nosewr,paved,RH,18,976,1.0,1.0,3,6895500
anna nagar,adjland,0,house,allpub,gravel,RL,10,1628,1.0,1.0,4,12651550
chrompet,partial,1,other,allpub,paved,RL,28,894,1.0,1.0,3,9038780
anna nagar,abnormal,0,house,elo,noaccess,RH,24,1734,1.0,1.0,4,10497580
karapakkam,family,0,commercial,allpub,noaccess,I,50,662,1.0,1.0,2,5073500
adyar,normalsale,0,commercial,allpub,gravel,A,12,994,1.0,1.0,3,10834880
chrompet,partial,0,commercial,nosewr,noaccess,RM,28,1033,1.0,1.0,3,11718800
karapakkam,partial,0,house,elo,noaccess,A,29,1462,2.0,2.0,4,4361500
anna nagar,normalsale,1,commercial,elo,noaccess,RL,14,1662,1.0,1.0,4,19074830
kk nagar,family,0,house,allpub,gravel,RH,18,1865,3.0,2.0,5,9859360
karapakkam,normalsale,1,other,elo,paved,A,38,1042,1.0,1.0,3,5265250
chrompet,adjland,0,other,nosewr,noaccess,RL,22,828,1.0,1.0,3,7553060
chrompet,normalsale,0,house,nosewr,paved,RH,9,850,1.0,1.0,3,7123750
karapakkam,family,1,commercial,nosewr,noaccess,RH,48,1562,2.0,2.0,4,11359000
kk nagar,abnormal,1,house,allpub,gravel,RH,5,1425,2.0,1.0,4,9762100
anna nagar,partial,0,other,allpub,noaccess,RL,43,1813,2.0,1.0,5,12370550
velachery,adjland,0,house,nosewr,gravel,C,46,1973,3.0,2.0,5,8962970
anna nagar,normalsale,0,house,nosewr,paved,RH,13,1558,1.0,1.0,4,10841760
velachery,partial,1,house,nosewr,noaccess,RM,25,1702,2.0,1.0,4,10140700
t nagar,family,0,commercial,nosewr,noaccess,RH,38,1781,1.0,1.0,4,17959010
t nagar,family,1,commercial,elo,paved,RH,21,1538,1.0,1.0,4,17749320
velachery,family,1,commercial,nosewr,paved,RH,5,1906,3.0,2.0,5,16602700
anna nagar,abnormal,1,other,nosewr,paved,RM,20,1782,1.0,1.0,4,14980260
adyar,partial,1,commercial,nosewr,paved,RH,22,848,1.0,1.0,3,11476830
chrompet,normalsale,1,commercial,nosewr,noaccess,RL,16,737,1.0,1.0,2,10276200
t nagar,normalsale,1,other,elo,paved,RM,10,1512,1.0,1.0,4,13737610
kk nagar,normalsale,1,house,nosewr,paved,RL,6,1956,3.0,2.0,5,11373920
kk nagar,partial,0,commercial,nosewr,gravel,RM,19,1402,2.0,1.0,4,13085580
chrompet,family,1,other,nosewr,paved,RH,39,779,1.0,1.0,2,7574830
anna nagar,abnormal,0,other,nosewr,gravel,RH,41,1625,1.0,1.0,4,12085470
anna nagar,abnormal,0,other,elo,paved,RH,16,1724,1.0,1.0,4,12337540
kk nagar,abnormal,1,other,nosewr,gravel,RL,29,2277,4.0,2.0,6,13310520
t nagar,family,1,other,nosewr,paved,RL,29,1692,1.0,1.0,4,13669910
chrompet,partial,1,commercial,nosewr,noaccess,RM,27,1184,1.0,1.0,3,13860650
karapakkam,family,0,other,elo,noaccess,I,43,657,1.0,1.0,2,3643875
chrompet,adjland,0,house,nosewr,noaccess,RL,17,942,1.0,1.0,3,7766550
velachery,partial,1,commercial,nosewr,gravel,RL,40,1535,2.0,1.0,4,14211850
chrompet,abnormal,1,commercial,nosewr,paved,RM,27,966,1.0,1.0,3,13231850
karapakkam,adjland,1,other,nosewr,noaccess,RM,22,1294,1.0,1.0,3,9160750
kk nagar,abnormal,1,other,nosewr,paved,RH,14,2042,3.0,2.0,5,11848520
adyar,normalsale,1,other,nosewr,gravel,A,24,1110,1.0,1.0,3,8561060
chrompet,adjland,1,house,nosewr,paved,RH,21,819,1.0,1.0,3,8131900
chrompet,normalsale,0,commercial,nosewr,paved,RM,14,1132,1.0,1.0,3,13709700
adyar,adjland,1,other,nosewr,gravel,RL,36,900,1.0,1.0,3,10128440
kk nagar,abnormal,1,commercial,nosewr,gravel,RH,19,2486,4.0,2.0,6,19615980
karapakkam,normalsale,1,commercial,nosewr,noaccess,A,10,896,1.0,1.0,3,6765500
velachery,abnormal,1,commercial,allpub,gravel,RH,43,1749,2.0,1.0,4,15388610
chrompet,normalsale,1,commercial,nosewr,paved,RL,19,1252,2.0,1.0,4,14902450
chrompet,partial,0,commercial,nosewr,paved,RM,37,1234,2.0,1.0,4,13822150
kk nagar,family,1,house,nosewr,paved,RH,24,2306,4.0,2.0,6,11319280
chrompet,abnormal,0,other,nosewr,gravel,RM,25,814,1.0,1.0,3,8890930
chrompet,partial,0,other,allpub,gravel,RM,18,878,1.0,1.0,3,9209360
chrompet,family,0,commercial,nosewr,gravel,RM,20,1053,1.0,1.0,3,13217400
t nagar,family,0,commercial,nosewr,paved,RL,13,1809,2.0,1.0,5,20034510
anna nagar,normalsale,0,other,allpub,gravel,RM,32,1871,2.0,1.0,5,14904220
chrompet,abnormal,1,commercial,elo,noaccess,RH,38,802,1.0,1.0,3,9721700
chrompet,partial,1,house,elo,gravel,RL,23,1191,1.0,1.0,3,9894050
adyar,adjland,0,other,allpub,gravel,RM,33,1025,1.0,1.0,3,10843610
kk nagar,family,0,commercial,nosewr,paved,RL,8,1392,2.0,1.0,4,12286360
kk nagar,normalsale,1,other,nosewr,paved,RH,7,2499,4.0,2.0,6,13397920
karapakkam,abnormal,1,house,elo,gravel,RL,26,1290,1.0,1.0,3,8700500
anna nagar,family,1,commercial,allpub,paved,RL,20,1760,1.0,1.0,4,20346350
chrompet,normalsale,0,other,elo,paved,RL,22,1279,2.0,1.0,4,9795730
chrompet,partial,0,commercial,nosewr,gravel,RH,30,816,1.0,1.0,3,10008100
t nagar,adjland,0,commercial,elo,gravel,RH,26,1904,2.0,1.0,5,20838520
kk nagar,normalsale,0,commercial,nosewr,paved,RH,13,1502,2.0,1.0,4,12614460
chrompet,partial,1,other,nosewr,paved,RH,14,922,1.0,1.0,3,8634640
t nagar,adjland,0,commercial,nosewr,paved,RL,10,1781,1.0,1.0,4,20518750
adyar,normalsale,1,commercial,nosewr,paved,C,12,645,1.0,1.0,2,8793480
chrompet,family,0,commercial,nosewr,noaccess,RM,22,1142,1.0,1.0,3,12807300
t nagar,abnormal,0,house,allpub,noaccess,RH,44,1674,1.0,1.0,4,10410130
adyar,adjland,0,commercial,nosewr,gravel,RH,12,781,1.0,1.0,2,11157780
adyar,partial,0,other,allpub,noaccess,RH,10,1274,2.0,2.0,4,9335050
karapakkam,adjland,0,other,allpub,noaccess,RL,18,687,1.0,1.0,2,5913625
t nagar,normalsale,0,other,allpub,gravel,RL,22,1886,2.0,1.0,5,14671170
t nagar,normalsale,1,commercial,nosewr,gravel,RM,33,1598,1.0,1.0,4,20024110
karapakkam,family,1,house,nosewr,noaccess,RM,13,593,1.0,1.0,2,6474250
anna nagar,partial,0,commercial,nosewr,noaccess,RM,14,1815,2.0,1.0,5,19814280
karapakkam,family,0,other,nosewr,paved,I,30,1121,1.0,1.0,3,5849125
chrompet,family,0,other,nosewr,paved,RM,8,1182,1.0,1.0,3,10097940
anna nagar,partial,0,other,elo,noaccess,RM,41,1864,2.0,1.0,5,12867590
kk nagar,abnormal,0,commercial,nosewr,gravel,RL,28,2125,3.0,2.0,5,16656560
chrompet,adjland,0,house,nosewr,gravel,RM,6,955,1.0,1.0,3,9743700
velachery,normalsale,0,commercial,nosewr,paved,RH,17,1625,2.0,1.0,4,13718940
chrompet,normalsale,1,commercial,elo,paved,RM,7,864,1.0,1.0,3,12556650
chrompet,normalsale,1,other,nosewr,gravel,RH,15,1183,1.0,1.0,3,10453960
karapakkam,normalsale,0,house,allpub,gravel,C,46,938,1.0,1.0,3,4918500
