AREA,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE
karapakkam,partial,1,house,nosewr,gravel,RL,36,1639,43,2.0,2.0,4,9464500
t nagar,abnormal,1,other,nosewr,noaccess,RM,9,1812,94,2.0,1.0,5,14717440
chrompet,normalsale,0,other,elo,paved,RM,31,707,108,1.0,1.0,2,7582840
chrompet,adjland,1,other,nosewr,gravel,RH,39,1081,27,1.0,1.0,3,9778420
karapakkam,abnormal,1,other,nosewr,noaccess,RM,19,1459,3,2.0,2.0,4,9460875
chrompet,abnormal,1,commercial,nosewr,gravel,RL,6,1085,149,1.0,1.0,3,14363500
chrompet,abnormal,1,other,allpub,noaccess,RH,26,892,182,1.0,1.0,3,8027540
anna nagar,family,1,other,nosewr,noaccess,RH,11,1558,55,1.0,1.0,4,11950360
anna nagar,normalsale,0,commercial,nosewr,noaccess,RL,43,1823,22,2.0,1.0,5,19103360
chrompet,adjland,1,other,nosewr,noaccess,RL,26,842,146,1.0,1.0,3,8575240
adyar,normalsale,0,commercial,nosewr,noaccess,RH,5,981,23,1.0,1.0,3,11434875
t nagar,adjland,0,commercial,allpub,gravel,RH,12,1535,50,1.0,1.0,4,18163890
chrompet,abnormal,0,other,elo,paved,RL,6,1016,87,1.0,1.0,3,8896420
velachery,family,0,other,allpub,noaccess,I,24,1752,70,2.0,1.0,4,8535580
chrompet,adjland,0,commercial,elo,paved,RL,38,1275,146,2.0,1.0,4,14008700
chrompet,partial,0,house,allpub,paved,RL,32,1231,197,2.0,1.0,4,8901800
t nagar,abnormal,0,commercial,nosewr,paved,RL,45,1734,28,1.0,1.0,4,18918950
kk nagar,abnormal,1,commercial,nosewr,paved,RL,26,1438,143,2.0,1.0,4,13444320
anna nagar,adjland,1,house,elo,paved,RH,30,1905,182,2.0,1.0,5,13152750
chrompet,normalsale,1,other,allpub,noaccess,RH,33,1159,106,1.0,1.0,3,9051580
velachery,partial,0,house,nosewr,gravel,RL,44,1555,120,2.0,1.0,4,8762530
karapakkam,family,0,other,nosewr,noaccess,C,20,1150,103,1.0,1.0,3,5100250
t nagar,adjland,1,other,nosewr,paved,RL,17,1784,71,1.0,1.0,4,14819560
kk nagar,abnormal,0,other,nosewr,gravel,RM,19,1379,83,2.0,1.0,4,10209760
chrompet,normalsale,1,commercial,elo,paved,RM,6,806,57,1.0,1.0,3,12310100
karapakkam,adjland,1,house,allpub,gravel,C,30,782,124,1.0,1.0,2,5990500
anna nagar,family,0,commercial,elo,paved,RH,26,1995,19,2.0,1.0,5,20550920
karapakkam,adjland,1,other,nosewr,noaccess,A,18,659,128,1.0,1.0,2,4345125
t nagar,family,1,commercial,elo,noaccess,RM,32,1653,164,1.0,1.0,4,19002540
kk nagar,adjland,0,commercial,nosewr,paved,RM,26,1702,104,2.0,1.0,4,14721720
anna nagar,partial,0,commercial,elo,gravel,RL,10,1649,145,1.0,1.0,4,18803650
velachery,adjland,1,house,nosewr,gravel,I,44,1823,200,3.0,2.0,5,10249680
karapakkam,partial,0,other,elo,gravel,RL,6,877,125,1.0,1.0,2,7105875
karapakkam,adjland,1,other,nosewr,gravel,RH,28,1670,167,2.0,2.0,4,10179250
chrompet,abnormal,1,commercial,nosewr,gravel,RM,40,1285,98,2.0,1.0,4,15982000
chrompet,adjland,0,commercial,elo,noaccess,RL,17,946,14,1.0,1.0,3,11165550
velachery,adjland,0,commercial,nosewr,noaccess,RL,26,1521,78,2.0,1.0,4,12842120
karapakkam,normalsale,1,house,nosewr,gravel,A,41,942,159,1.0,1.0,3,5255750
anna nagar,abnormal,0,other,allpub,noaccess,RH,8,1740,45,1.0,1.0,4,12209510
anna nagar,abnormal,0,house,nosewr,noaccess,RH,45,1867,149,2.0,1.0,5,10721350
chrompet,adjland,0,house,nosewr,gravel,RM,16,940,106,1.0,1.0,3,9446200
kk nagar,family,0,commercial,allpub,gravel,RH,12,1320,123,1.0,1.0,3,11851240
chrompet,abnormal,0,commercial,elo,noaccess,RL,29,1177,114,1.0,1.0,3,12335950
kk nagar,normalsale,1,other,allpub,paved,RM,26,1445,165,2.0,1.0,4,10788420
anna nagar,normalsale,1,commercial,allpub,gravel,RH,37,1767,34,1.0,1.0,4,20331090
chrompet,normalsale,0,commercial,allpub,paved,RH,29,1094,112,1.0,1.0,3,12035150
adyar,abnormal,0,other,elo,paved,C,37,922,40,1.0,1.0,3,6442655
chrompet,adjland,0,commercial,allpub,paved,RH,12,919,34,1.0,1.0,3,11336600
chrompet,family,0,other,elo,gravel,RM,14,1254,21,2.0,1.0,4,10829080
kk nagar,abnormal,0,house,nosewr,gravel,RM,6,1721,5,2.0,1.0,4,10667920
karapakkam,family,0,commercial,allpub,noaccess,A,47,649,9,1.0,1.0,2,3999250
chrompet,partial,0,commercial,nosewr,paved,RH,37,798,166,1.0,1.0,2,9070550
anna nagar,partial,0,commercial,nosewr,noaccess,RM,14,1815,48,2.0,1.0,5,19814280
anna nagar,family,1,other,nosewr,paved,RL,15,1872,172,2.0,1.0,5,14876760
adyar,adjland,0,house,allpub,noaccess,RH,24,1181,160,1.0,1.0,3,8557760
karapakkam,family,1,commercial,elo,paved,C,24,690,48,1.0,1.0,2,6443000
adyar,normalsale,1,house,nosewr,gravel,I,11,926,169,1.0,1.0,3,8813065
karapakkam,normalsale,0,other,nosewr,gravel,RL,34,1283,46,1.0,1.0,3,8177125
t nagar,family,0,house,nosewr,gravel,RH,37,1942,10,2.0,1.0,5,12330740
chrompet,partial,1,other,nosewr,noaccess,RM,30,704,127,1.0,1.0,2,7769980
chrompet,partial,0,house,allpub,paved,RL,21,946,45,1.0,1.0,3,7812550
anna nagar,family,1,house,allpub,gravel,RM,5,1559,46,1.0,1.0,4,13630400
karapakkam,adjland,1,commercial,nosewr,noaccess,RL,42,1189,11,1.0,1.0,3,10379500
karapakkam,normalsale,0,commercial,nosewr,paved,I,39,1236,36,1.0,1.0,3,8806250
chrompet,abnormal,0,house,elo,gravel,RH,19,1142,97,1.0,1.0,3,8419850
anna nagar,abnormal,1,house,nosewr,gravel,RH,40,1890,54,2.0,1.0,5,13383450
karapakkam,normalsale,1,commercial,nosewr,gravel,C,12,1435,111,2.0,2.0,4,11395000
karapakkam,adjland,0,other,nosewr,gravel,A,12,843,73,1.0,1.0,2,5016625
karapakkam,adjland,1,house,allpub,paved,A,16,571,0,1.0,1.0,2,4627500
kk nagar,abnormal,0,house,allpub,paved,RM,24,1494,157,2.0,1.0,4,9354680
adyar,abnormal,1,house,nosewr,gravel,I,20,766,81,1.0,1.0,2,7638500
kk nagar,abnormal,0,commercial,nosewr,paved,RL,6,1561,70,2.0,1.0,4,13489720
kk nagar,adjland,1,other,nosewr,gravel,RM,27,1432,111,2.0,1.0,4,11489580
chrompet,adjland,1,house,elo,gravel,RM,21,992,152,1.0,1.0,3,10442550
t nagar,adjland,0,house,allpub,paved,RH,30,1849,39,2.0,1.0,5,12412950
velachery,abnormal,1,house,elo,paved,RM,36,1751,148,2.0,1.0,4,10753720
kk nagar,adjland,0,commercial,allpub,paved,RH,27,2323,101,4.0,2.0,6,17529340
kk nagar,partial,1,other,allpub,paved,RL,23,1892,16,3.0,2.0,5,11526700
kk nagar,normalsale,0,commercial,nosewr,gravel,RM,9,1969,150,3.0,2.0,5,16889580
adyar,adjland,1,house,nosewr,paved,A,7,876,89,1.0,1.0,3,7208905
anna nagar,normalsale,0,house,nosewr,paved,RH,13,1558,168,1.0,1.0,4,10841760
velachery,partial,0,house,elo,paved,I,47,1508,54,2.0,1.0,4,6890790
chrompet,family,0,other,allpub,paved,RH,22,763,13,1.0,1.0,2,7036410
chrompet,partial,0,house,nosewr,paved,RH,4,810,1,1.0,1.0,3,6815000
adyar,normalsale,1,other,elo,gravel,RL,32,1166,49,1.0,1.0,3,11129980
anna nagar,normalsale,0,commercial,allpub,paved,RL,32,1525,119,1.0,1.0,4,17566590
anna nagar,family,0,other,allpub,noaccess,RL,30,1877,47,2.0,1.0,5,13064510
chrompet,partial,1,other,nosewr,paved,RM,8,964,166,1.0,1.0,3,10066680
velachery,family,0,house,elo,gravel,RH,8,1615,63,2.0,1.0,4,9003860
chrompet,partial,0,other,nosewr,paved,RL,12,1261,157,2.0,1.0,4,9718570
kk nagar,abnormal,0,other,allpub,paved,RH,5,1641,144,2.0,1.0,4,9575120
adyar,family,0,commercial,allpub,paved,A,15,1082,114,1.0,1.0,3,10840625
chrompet,family,0,other,elo,paved,RH,15,1139,180,1.0,1.0,3,8602280
chrompet,family,1,house,nosewr,paved,RL,25,812,2,1.0,1.0,3,8086950
karapakkam,abnormal,1,commercial,allpub,gravel,I,49,772,152,1.0,1.0,2,7804500
velachery,abnormal,1,other,nosewr,noaccess,A,13,1648,85,2.0,1.0,4,8254510
karapakkam,abnormal,0,house,nosewr,paved,A,41,860,84,1.0,1.0,2,3452750
chrompet,adjland,1,commercial,allpub,noaccess,RL,25,733,29,1.0,1.0,2,10548750
velachery,partial,0,commercial,nosewr,noaccess,I,44,1642,80,2.0,1.0,4,11653680
t nagar,adjland,1,other,elo,noaccess,RL,17,1788,145,1.0,1.0,4,14225180
t nagar,abnormal,1,house,allpub,gravel,RL,16,1848,15,2.0,1.0,5,14328620
karapakkam,abnormal,1,commercial,nosewr,gravel,RL,32,903,88,1.0,1.0,3,10063000
adyar,normalsale,1,other,elo,paved,RH,24,936,106,1.0,1.0,3,9038260
anna nagar,family,1,other,nosewr,paved,RL,15,1819,83,2.0,1.0,5,14542670
chrompet,partial,1,commercial,elo,paved,RH,27,1058,200,1.0,1.0,3,12197050
anna nagar,family,0,other,nosewr,noaccess,RL,27,1903,183,2.0,1.0,5,13191580
chrompet,abnormal,1,commercial,nosewr,gravel,RM,4,862,145,1.0,1.0,3,13281200
chrompet,partial,1,other,elo,paved,RL,38,1244,189,2.0,1.0,4,10134780
chrompet,abnormal,1,house,allpub,paved,RM,27,1055,72,1.0,1.0,3,10013250
adyar,abnormal,1,house,elo,paved,I,35,1118,59,1.0,1.0,3,8280325
anna nagar,adjland,1,house,allpub,noaccess,RM,29,1623,183,1.0,1.0,4,12929130
karapakkam,family,1,house,nosewr,gravel,I,16,508,115,1.0,1.0,2,5679000
kk nagar,normalsale,1,commercial,nosewr,paved,RH,13,1650,129,2.0,1.0,4,14278260
kk nagar,family,1,commercial,nosewr,gravel,RM,18,1724,197,2.0,1.0,4,16196760
chrompet,family,0,commercial,nosewr,gravel,RM,16,1166,110,1.0,1.0,3,14248200
adyar,family,0,house,nosewr,paved,I,11,1103,44,1.0,1.0,3,7693965
karapakkam,family,0,other,nosewr,noaccess,I,21,793,153,1.0,1.0,2,4398625
chrompet,partial,1,other,nosewr,noaccess,RM,13,1079,37,1.0,1.0,3,9864980
velachery,normalsale,1,commercial,elo,gravel,I,31,1929,196,3.0,2.0,5,16070870
adyar,normalsale,0,commercial,nosewr,paved,I,5,1021,176,1.0,1.0,3,11673175
adyar,partial,0,house,allpub,paved,A,31,941,154,1.0,1.0,3,5455965
velachery,adjland,0,house,allpub,paved,I,35,1682,166,2.0,1.0,4,8424650
t nagar,abnormal,0,commercial,allpub,paved,RH,29,1902,130,2.0,1.0,5,20181980
chrompet,abnormal,0,other,allpub,noaccess,RL,20,1136,39,1.0,1.0,3,8802320
chrompet,adjland,0,commercial,elo,paved,RM,39,811,39,1.0,1.0,3,10890050
adyar,abnormal,0,other,elo,paved,C,27,1163,97,1.0,1.0,3,7701505
kk nagar,family,1,commercial,allpub,gravel,RL,25,1823,52,3.0,2.0,5,16142300
adyar,adjland,1,commercial,allpub,paved,RL,7,655,22,1.0,1.0,2,11399205
kk nagar,partial,0,other,allpub,paved,RH,27,1488,97,2.0,1.0,4,8441900
chrompet,partial,1,house,allpub,gravel,RH,33,832,25,1.0,1.0,3,8055350
chrompet,normalsale,1,other,nosewr,paved,RH,38,805,45,1.0,1.0,3,7915350
adyar,normalsale,1,other,nosewr,noaccess,RL,15,951,118,1.0,1.0,3,9364825
t nagar,normalsale,0,other,elo,paved,RL,10,1551,81,1.0,1.0,4,12435730
chrompet,family,0,commercial,allpub,paved,RH,9,1143,106,1.0,1.0,3,12716150
velachery,normalsale,0,other,nosewr,paved,I,26,1816,29,3.0,2.0,5,9423970
chrompet,family,1,other,nosewr,gravel,RL,17,935,108,1.0,1.0,3,9717300
kk nagar,family,0,other,nosewr,gravel,RM,26,2310,125,4.0,2.0,6,12986720
kk nagar,partial,1,commercial,nosewr,paved,RL,7,2478,93,4.0,2.0,6,19600940
karapakkam,normalsale,1,commercial,allpub,paved,I,26,943,145,1.0,1.0,3,8776500
velachery,adjland,1,commercial,nosewr,paved,RM,18,1999,45,3.0,2.0,5,18298710
adyar,adjland,0,commercial,nosewr,gravel,A,10,1032,192,1.0,1.0,3,11238050
chrompet,abnormal,0,commercial,nosewr,paved,RH,32,885,32,1.0,1.0,3,10088000
chrompet,adjland,0,other,allpub,paved,RL,15,759,131,1.0,1.0,2,8149280
karapakkam,family,0,other,nosewr,gravel,C,5,1042,27,1.0,1.0,3,5998500
anna nagar,normalsale,0,commercial,nosewr,gravel,RL,24,1554,196,1.0,1.0,4,18122230
chrompet,family,0,other,nosewr,paved,RM,8,1182,4,1.0,1.0,3,10097940
t nagar,adjland,0,other,nosewr,noaccess,RL,7,1960,53,2.0,1.0,5,14415540
anna nagar,abnormal,0,other,elo,noaccess,RH,31,1721,171,1.0,1.0,4,11327800
t nagar,normalsale,0,commercial,nosewr,gravel,RH,40,1868,197,2.0,1.0,5,20033450
chrompet,partial,1,house,elo,noaccess,RH,33,1263,115,2.0,1.0,4,8342150
karapakkam,partial,1,commercial,nosewr,gravel,RM,10,1335,89,2.0,2.0,4,12986500
chrompet,partial,1,house,elo,noaccess,RH,8,754,125,1.0,1.0,2,6607200
chrompet,partial,0,house,nosewr,noaccess,RL,11,990,11,1.0,1.0,3,7302250
chrompet,family,0,other,nosewr,noaccess,RM,18,869,39,1.0,1.0,3,8172630
kk nagar,normalsale,0,house,allpub,gravel,RM,24,2237,4,4.0,2.0,6,12183080
anna nagar,abnormal,1,other,nosewr,gravel,RM,17,1656,56,1.0,1.0,4,14920370
velachery,abnormal,0,house,nosewr,noaccess,I,53,1754,177,2.0,1.0,4,7091060
karapakkam,family,0,other,elo,gravel,A,29,676,156,1.0,1.0,2,3741250
velachery,family,0,house,nosewr,gravel,RM,28,1563,43,2.0,1.0,4,9799360
chrompet,abnormal,1,other,nosewr,gravel,RH,34,767,48,1.0,1.0,2,8320290
karapakkam,adjland,0,house,allpub,paved,I,45,1558,200,2.0,2.0,4,7047750
t nagar,normalsale,1,other,nosewr,paved,RH,42,1706,29,1.0,1.0,4,13094870
velachery,family,1,commercial,allpub,gravel,RM,29,1798,23,2.0,1.0,4,17060380
anna nagar,family,1,commercial,nosewr,paved,RM,30,1717,199,1.0,1.0,4,20330350
kk nagar,family,1,other,nosewr,paved,RH,28,1464,2,2.0,1.0,4,9394640
velachery,family,1,other,elo,noaccess,A,44,1744,126,2.0,1.0,4,7670180
chrompet,normalsale,1,house,nosewr,gravel,RL,17,1129,198,1.0,1.0,3,10056950
chrompet,abnormal,1,commercial,nosewr,gravel,RM,8,948,78,1.0,1.0,3,13870800
chrompet,normalsale,1,house,nosewr,noaccess,RH,35,1167,71,1.0,1.0,3,8171850
velachery,adjland,0,house,nosewr,paved,I,19,1591,27,2.0,1.0,4,8353830
t nagar,normalsale,0,house,nosewr,gravel,RM,19,1901,75,2.0,1.0,5,14001530
kk nagar,partial,1,other,allpub,paved,RH,8,2254,195,4.0,2.0,6,12428040
adyar,abnormal,1,commercial,allpub,gravel,A,10,1015,69,1.0,1.0,3,12090050
t nagar,partial,0,house,elo,paved,RM,17,1584,24,1.0,1.0,4,11573840
karapakkam,adjland,0,other,allpub,gravel,I,36,616,106,1.0,1.0,2,5452000
kk nagar,partial,0,other,nosewr,gravel,RH,25,2449,190,4.0,2.0,6,12084280
chrompet,abnormal,0,house,nosewr,noaccess,RL,36,780,168,1.0,1.0,2,6251000
velachery,normalsale,1,commercial,allpub,noaccess,RH,9,2000,14,3.0,2.0,5,16569530
adyar,adjland,1,other,nosewr,noaccess,A,29,1197,48,1.0,1.0,3,8116035
anna nagar,normalsale,0,house,nosewr,gravel,RM,15,1656,87,1.0,1.0,4,12917000
chrompet,normalsale,1,commercial,nosewr,noaccess,RH,18,837,172,1.0,1.0,3,10563700
kk nagar,family,0,commercial,allpub,paved,RM,22,2364,140,4.0,2.0,6,18543840
kk nagar,partial,0,other,nosewr,paved,RH,6,1632,152,2.0,1.0,4,9208160
chrompet,normalsale,1,house,elo,paved,RL,32,1089,0,1.0,1.0,3,9050200
velachery,abnormal,0,house,allpub,paved,RL,8,1725,60,2.0,1.0,4,9817160
chrompet,abnormal,0,commercial,allpub,paved,RH,33,1190,56,1.0,1.0,3,12631750
velachery,partial,1,house,allpub,noaccess,A,48,1760,130,2.0,1.0,4,7057360
karapakkam,abnormal,0,commercial,allpub,gravel,RH,14,1662,154,2.0,2.0,4,12825500
chrompet,abnormal,1,house,elo,noaccess,RL,36,988,41,1.0,1.0,3,8109400
velachery,partial,1,house,nosewr,paved,RL,6,1550,5,2.0,1.0,4,9994920
anna nagar,adjland,0,other,allpub,paved,RM,35,1637,182,1.0,1.0,4,13479510
adyar,normalsale,1,house,elo,gravel,I,37,855,117,1.0,1.0,3,7815055
chrompet,normalsale,0,house,nosewr,noaccess,RM,17,1036,152,1.0,1.0,3,8313550
adyar,adjland,0,commercial,nosewr,noaccess,RL,14,682,6,1.0,1.0,2,9810510
kk nagar,adjland,1,commercial,allpub,paved,RM,10,1703,104,2.0,1.0,4,16291000
karapakkam,abnormal,1,other,elo,noaccess,RL,8,1353,20,2.0,2.0,4,8573875
chrompet,normalsale,1,house,allpub,gravel,RL,9,740,112,1.0,1.0,2,9002750
kk nagar,partial,0,house,nosewr,gravel,RH,8,1926,198,3.0,2.0,5,9839960
adyar,family,0,commercial,nosewr,paved,RL,6,1205,106,2.0,2.0,4,14279490
velachery,family,0,house,elo,gravel,RL,36,1841,106,3.0,2.0,5,9871170
adyar,adjland,1,house,nosewr,noaccess,RL,23,731,191,1.0,1.0,2,7995545
karapakkam,adjland,1,commercial,elo,noaccess,RH,30,1389,17,2.0,2.0,4,10989500
karapakkam,normalsale,1,house,nosewr,gravel,RL,31,1353,128,2.0,2.0,4,9109750
karapakkam,adjland,0,other,elo,noaccess,C,28,1004,182,1.0,1.0,3,4721500
t nagar,adjland,1,other,nosewr,paved,RL,39,1723,8,1.0,1.0,4,14028720
adyar,adjland,1,house,elo,paved,C,23,1033,86,1.0,1.0,3,7996045
velachery,family,0,other,allpub,paved,C,49,1871,22,3.0,2.0,5,8616750
karapakkam,partial,1,commercial,nosewr,gravel,RL,46,1438,168,2.0,2.0,4,12393500
karapakkam,abnormal,1,house,allpub,paved,C,13,657,24,1.0,1.0,2,5199250
kk nagar,partial,0,house,nosewr,gravel,RH,26,2439,162,4.0,2.0,6,11119720
chrompet,abnormal,1,commercial,nosewr,paved,RL,35,1005,105,1.0,1.0,3,12524250
chrompet,family,1,commercial,allpub,gravel,RL,34,1016,107,1.0,1.0,3,13402700
kk nagar,partial,0,house,nosewr,gravel,RH,5,1814,35,3.0,2.0,5,9409300
chrompet,partial,1,house,nosewr,noaccess,RM,11,1173,198,1.0,1.0,3,9562650
chrompet,partial,1,other,nosewr,paved,RL,25,779,24,1.0,1.0,2,8197980
anna nagar,normalsale,0,other,elo,gravel,RH,45,1875,186,2.0,1.0,5,13171300
velachery,abnormal,0,house,allpub,noaccess,RL,35,1874,45,3.0,2.0,5,9292000
chrompet,family,1,house,nosewr,gravel,RL,31,1291,113,2.0,1.0,4,10499650
chrompet,family,1,house,nosewr,gravel,RH,23,1083,74,1.0,1.0,3,9045250
chrompet,abnormal,1,house,allpub,paved,RL,25,1093,142,1.0,1.0,3,9491150
chrompet,family,0,commercial,elo,noaccess,RH,14,1141,148,1.0,1.0,3,11582700
karapakkam,adjland,0,other,nosewr,noaccess,RL,7,1500,30,2.0,2.0,4,8547750
kk nagar,abnormal,1,other,allpub,gravel,RM,20,2016,99,3.0,2.0,5,13387920
karapakkam,partial,1,house,elo,gravel,C,49,1550,165,2.0,2.0,4,7079750
chrompet,abnormal,1,commercial,nosewr,gravel,RH,15,1138,23,1.0,1.0,3,13801050
chrompet,adjland,1,other,elo,gravel,RH,22,1239,59,2.0,1.0,4,10881130
karapakkam,adjland,0,commercial,elo,paved,RH,35,1188,97,1.0,1.0,3,9345250
t nagar,family,0,commercial,nosewr,paved,RL,14,1838,139,2.0,1.0,5,20241530
velachery,family,1,commercial,nosewr,noaccess,RL,5,1732,197,2.0,1.0,4,15163850
chrompet,abnormal,1,commercial,allpub,noaccess,RH,8,1138,150,1.0,1.0,3,13038800
chrompet,normalsale,0,commercial,nosewr,noaccess,RL,29,726,112,1.0,1.0,2,9054350
adyar,abnormal,1,commercial,nosewr,paved,RM,29,1182,187,1.0,1.0,3,15389035
karapakkam,family,1,commercial,elo,gravel,RH,24,1208,36,1.0,1.0,3,10895000
chrompet,abnormal,1,house,allpub,paved,RL,18,961,31,1.0,1.0,3,9198300
karapakkam,partial,0,other,allpub,gravel,RL,20,985,61,1.0,1.0,3,7446875
karapakkam,normalsale,0,house,elo,noaccess,RM,16,1402,89,2.0,2.0,4,7677000
velachery,family,1,other,nosewr,noaccess,RH,34,1823,44,3.0,2.0,5,10058430
t nagar,abnormal,0,other,nosewr,gravel,RL,6,1710,194,1.0,1.0,4,13839120
chrompet,family,0,commercial,allpub,gravel,RL,33,1280,63,2.0,1.0,4,14468350
karapakkam,family,0,commercial,elo,paved,C,46,730,9,1.0,1.0,2,5198500
adyar,adjland,1,other,nosewr,noaccess,RL,38,783,149,1.0,1.0,2,8538070
velachery,abnormal,1,commercial,allpub,paved,RL,36,1727,14,2.0,1.0,4,15564570
karapakkam,normalsale,1,house,nosewr,paved,I,19,1502,193,2.0,2.0,4,7825250
t nagar,normalsale,0,other,elo,paved,RH,37,1565,147,1.0,1.0,4,11357640
adyar,partial,1,house,nosewr,paved,A,19,878,16,1.0,1.0,3,6452785
kk nagar,family,0,house,allpub,gravel,RM,10,1527,121,2.0,1.0,4,10007800
velachery,family,1,other,nosewr,paved,C,31,1893,70,3.0,2.0,5,9995770
velachery,normalsale,0,other,elo,gravel,C,35,1697,107,2.0,1.0,4,8632400
adyar,family,0,commercial,elo,noaccess,RM,23,1155,150,1.0,1.0,3,13468145
velachery,adjland,1,house,nosewr,noaccess,RM,42,1534,189,2.0,1.0,4,9654890
karapakkam,partial,0,other,nosewr,gravel,RM,30,1223,192,1.0,1.0,3,8509625
chrompet,adjland,1,other,nosewr,gravel,RH,34,790,166,1.0,1.0,2,8664000
anna nagar,adjland,1,house,nosewr,paved,RH,28,1793,108,1.0,1.0,4,12813210
chrompet,partial,0,commercial,elo,gravel,RM,10,982,79,1.0,1.0,3,12775700
velachery,abnormal,1,house,elo,paved,A,42,1726,89,2.0,1.0,4,7662340
adyar,normalsale,0,house,nosewr,noaccess,C,9,779,51,1.0,1.0,2,5290635
anna nagar,abnormal,1,commercial,allpub,noaccess,RL,6,1998,20,2.0,1.0,5,22401070
velachery,normalsale,1,other,allpub,noaccess,C,35,1513,72,2.0,1.0,4,8008950
anna nagar,normalsale,0,commercial,allpub,paved,RL,28,1896,101,2.0,1.0,5,20684660
chrompet,adjland,1,commercial,nosewr,noaccess,RH,27,1129,8,1.0,1.0,3,12809850
t nagar,family,1,house,nosewr,gravel,RH,32,1630,186,1.0,1.0,4,12121290
chrompet,partial,0,commercial,allpub,gravel,RH,37,1072,36,1.0,1.0,3,11935950
adyar,adjland,0,house,nosewr,noaccess,RH,5,641,35,1.0,1.0,2,6235675
karapakkam,family,0,house,elo,gravel,RL,20,926,98,1.0,1.0,3,6877000
adyar,abnormal,0,house,nosewr,gravel,A,18,1027,74,1.0,1.0,3,6816270
velachery,abnormal,1,other,allpub,gravel,C,52,1845,110,3.0,2.0,5,10104040
adyar,abnormal,1,commercial,nosewr,noaccess,RH,31,890,179,1.0,1.0,3,11045865
t nagar,partial,1,commercial,allpub,noaccess,RL,13,1827,98,2.0,1.0,5,20555760
velachery,normalsale,0,commercial,elo,noaccess,RM,47,1543,55,2.0,1.0,4,12900790
adyar,partial,1,house,nosewr,paved,A,36,971,161,1.0,1.0,3,6286255
karapakkam,normalsale,0,house,nosewr,noaccess,C,40,1319,55,1.0,1.0,3,4746500
anna nagar,adjland,0,commercial,nosewr,paved,RL,31,1976,65,2.0,1.0,5,21473270
kk nagar,normalsale,1,house,nosewr,paved,RH,23,1514,4,2.0,1.0,4,9075660
chrompet,abnormal,1,house,allpub,gravel,RL,31,1032,192,1.0,1.0,3,9629850
chrompet,abnormal,0,house,nosewr,gravel,RM,5,760,92,1.0,1.0,2,8523750
adyar,normalsale,0,house,nosewr,gravel,RL,8,693,69,1.0,1.0,2,8013720
kk nagar,abnormal,0,house,nosewr,paved,RH,21,2078,13,3.0,2.0,5,9696820
adyar,adjland,0,house,nosewr,noaccess,RH,20,762,112,1.0,1.0,2,6454700
kk nagar,normalsale,0,commercial,allpub,paved,RM,22,2471,37,4.0,2.0,6,19240040
t nagar,partial,1,house,nosewr,gravel,RL,26,1613,14,1.0,1.0,4,12677420
chrompet,abnormal,1,house,allpub,noaccess,RL,4,1256,34,2.0,1.0,4,9957800
chrompet,adjland,1,house,elo,gravel,RM,33,813,103,1.0,1.0,3,9512350
karapakkam,abnormal,0,commercial,nosewr,noaccess,C,44,730,73,1.0,1.0,2,4886000
velachery,abnormal,0,commercial,elo,paved,A,30,1711,127,2.0,1.0,4,12046300
karapakkam,abnormal,0,commercial,elo,noaccess,A,8,1000,134,1.0,1.0,3,6201000
chrompet,family,1,house,allpub,paved,RM,20,826,116,1.0,1.0,3,9140400
karapakkam,abnormal,0,house,nosewr,noaccess,RL,26,1337,123,2.0,2.0,4,6904000
anna nagar,partial,1,other,nosewr,noaccess,RH,22,1542,52,1.0,1.0,4,11443800
adyar,partial,0,house,nosewr,paved,I,20,850,179,1.0,1.0,3,6575100
velachery,partial,1,other,elo,paved,RH,5,1729,105,2.0,1.0,4,10629750
velachery,normalsale,1,other,nosewr,gravel,RM,30,1740,92,2.0,1.0,4,12192300
karapakkam,adjland,0,house,nosewr,gravel,RL,19,734,151,1.0,1.0,2,6702250
velachery,normalsale,0,other,nosewr,paved,RH,40,1624,109,2.0,1.0,4,9031800
kk nagar,abnormal,0,house,allpub,gravel,RL,6,2273,121,4.0,2.0,6,11950520
anna nagar,abnormal,1,other,allpub,noaccess,RL,15,1622,109,1.0,1.0,4,13174060
velachery,partial,0,other,nosewr,paved,I,18,1637,100,2.0,1.0,4,8621960
anna nagar,family,0,other,elo,paved,RM,42,1658,17,1.0,1.0,4,12547180
chrompet,normalsale,0,house,elo,paved,RL,8,1068,53,1.0,1.0,3,8411400
karapakkam,normalsale,1,commercial,nosewr,gravel,A,18,950,41,1.0,1.0,3,8047500
chrompet,partial,1,commercial,nosewr,gravel,RM,30,1288,190,2.0,1.0,4,15733300
velachery,adjland,1,commercial,nosewr,noaccess,A,22,1693,144,2.0,1.0,4,12759490
kk nagar,family,0,other,nosewr,gravel,RM,8,2047,122,3.0,2.0,5,12402500
velachery,adjland,0,commercial,allpub,noaccess,RM,53,1764,28,2.0,1.0,4,14687760
adyar,abnormal,0,house,nosewr,paved,RH,24,1212,48,2.0,2.0,4,8958560
kk nagar,adjland,0,house,allpub,paved,RM,21,1676,177,2.0,1.0,4,10235220
t nagar,family,1,house,nosewr,noaccess,RM,28,1818,146,2.0,1.0,5,13267610
